customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,ChargesTotal,Cuentas_Diarias,tenure_interval,TotalPayed,TotalPayed_interval
0749-IRGQE,0,0,1,1,0,13,0,-1,0,0,0,0,0,1,1,0,0,0,45.3,528.45,1.51,"(12, 18]",588.9,"(500, 1000]"
0750-EBAIU,0,1,0,0,0,52,1,0,1,1,0,1,0,1,0,1,0,0,91.25,4738.3,3.0416666666666665,"(48, 54]",4745.0,"(4500, 5000]"
0750-EKNGL,0,1,0,0,0,7,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,20.75,141.1,0.6916666666666667,"(6, 12]",145.25,"(0, 500]"
0754-EEBDC,0,1,0,1,1,4,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,1,19.9,76.65,0.6633333333333333,"(0, 6]",79.6,"(0, 500]"
0754-UKWQP,1,1,0,0,0,2,1,0,1,0,0,1,0,1,1,0,1,0,95.85,197.7,3.195,"(0, 6]",191.7,"(0, 500]"
0756-MPZRL,0,1,0,0,0,46,0,-1,0,0,0,1,1,0,0,1,0,3,33.7,1537.85,1.1233333333333335,"(42, 48]",1550.2,"(1500, 2000]"
0757-WCUUZ,0,1,0,1,1,54,1,1,0,0,0,1,0,0,1,2,0,3,63.35,3409.1,2.111666666666667,"(48, 54]",3420.9,"(3000, 3500]"
0761-AETCS,1,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,19.3,19.3,0.6433333333333333,"(0, 6]",19.3,"(0, 500]"
0769-MURVM,0,0,0,1,1,72,0,-1,0,1,1,1,1,1,1,2,0,2,65.7,4575.35,2.19,"(66, 72]",4730.400000000001,"(4500, 5000]"
0771-CHWSK,0,1,0,0,0,66,1,1,0,1,1,1,0,0,1,2,1,3,74.6,4798.4,2.4866666666666664,"(60, 66]",4923.599999999999,"(4500, 5000]"
0771-WLCLA,0,0,0,1,1,16,1,1,1,1,0,1,1,1,1,0,1,0,112.95,1882.55,3.765,"(12, 18]",1807.2,"(1500, 2000]"
0772-GYEQQ,1,1,0,0,0,3,1,0,1,0,0,1,1,1,0,0,1,1,88.35,262.05,2.945,"(0, 6]",265.04999999999995,"(0, 500]"
0774-IFUVM,0,1,0,1,1,11,1,1,0,1,0,0,0,1,0,0,1,2,65.15,723.35,2.171666666666667,"(6, 12]",716.6500000000001,"(500, 1000]"
0774-RMNUW,0,0,0,1,1,71,0,-1,0,1,1,0,1,1,1,2,0,2,59.7,4122.65,1.99,"(66, 72]",4238.7,"(4000, 4500]"
0778-NELLA,1,1,0,0,0,9,0,-1,0,0,0,0,0,1,0,0,1,3,34.7,296.1,1.1566666666666667,"(6, 12]",312.3,"(0, 500]"
0780-XNZFN,0,1,0,0,0,57,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,20.65,1125.6,0.6883333333333332,"(54, 60]",1177.05,"(1000, 1500]"
0781-LKXBR,1,1,1,0,0,9,1,1,1,0,0,1,0,1,1,0,1,0,100.5,918.6,3.35,"(6, 12]",904.5,"(500, 1000]"
0784-GTUUK,0,1,0,1,0,62,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,3,23.75,1446.8,0.7916666666666666,"(60, 66]",1472.5,"(1000, 1500]"
0784-ZQJZX,0,1,0,0,1,72,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,3,19.9,1529.65,0.6633333333333333,"(66, 72]",1432.8,"(1000, 1500]"
0786-IVLAW,0,0,1,0,0,66,1,1,1,0,1,1,0,1,1,1,0,2,108.1,7238.6,3.603333333333333,"(60, 66]",7134.599999999999,"(7000, 7500]"
0786-VSSUD,1,1,1,0,0,16,0,-1,0,0,1,0,0,1,0,0,1,1,39.0,679.85,1.3,"(12, 18]",624.0,"(500, 1000]"
0787-LHDYT,0,1,0,0,0,16,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,3,20.6,330.25,0.6866666666666668,"(12, 18]",329.6,"(0, 500]"
0788-DXBFY,0,1,0,1,1,58,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,19.55,1108.8,0.6516666666666667,"(54, 60]",1133.9,"(1000, 1500]"
0793-TWELN,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,1,0,80.15,319.85,2.671666666666667,"(0, 6]",320.6,"(0, 500]"
0794-YVSGE,0,1,0,1,1,72,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,20.3,1401.15,0.6766666666666666,"(66, 72]",1461.6000000000001,"(1000, 1500]"
0795-GMVQO,0,1,0,1,0,67,1,1,1,1,1,1,0,1,1,1,0,3,109.9,7332.4,3.6633333333333336,"(66, 72]",7363.3,"(7000, 7500]"
0795-LAFGP,0,1,0,1,1,71,1,1,0,1,1,1,1,1,1,2,0,0,90.4,6668.05,3.0133333333333336,"(66, 72]",6418.400000000001,"(6000, 6500]"
0795-XCCTE,0,1,1,0,0,72,1,1,-1,-1,-1,-1,-1,-1,-1,2,0,2,25.4,1809.35,0.8466666666666666,"(66, 72]",1828.8,"(1500, 2000]"
0799-DDIHE,0,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,46.3,639.45,1.5433333333333332,"(12, 18]",694.5,"(500, 1000]"
0804-XBFBV,0,0,0,0,1,11,0,-1,0,0,0,0,0,0,0,0,0,0,25.2,321.05,0.84,"(6, 12]",277.2,"(0, 500]"
0804-YGEQV,0,0,0,1,1,43,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,24.45,993.15,0.815,"(42, 48]",1051.35,"(1000, 1500]"
0807-ZABDG,1,0,0,0,1,3,1,0,0,1,0,0,1,0,0,0,1,1,55.1,154.65,1.8366666666666667,"(0, 6]",165.3,"(0, 500]"
0810-BDHAW,0,0,0,1,1,24,1,1,0,1,1,0,0,1,1,1,0,0,78.4,1832.4,2.6133333333333337,"(18, 24]",1881.6000000000001,"(1500, 2000]"
0810-DHDBD,0,0,0,0,0,52,1,1,0,1,0,1,1,1,0,1,0,3,74.0,3877.65,2.466666666666667,"(48, 54]",3848.0,"(3500, 4000]"
0811-GSDTP,0,0,0,0,1,13,0,-1,0,0,1,0,0,0,0,0,0,0,30.15,382.2,1.005,"(12, 18]",391.95,"(0, 500]"
0812-WUPTB,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,70.85,70.85,2.3616666666666664,"(0, 6]",70.85,"(0, 500]"
0813-TAXXS,0,1,0,0,0,55,1,1,0,0,0,1,0,1,1,2,1,2,77.8,4323.35,2.5933333333333333,"(54, 60]",4279.0,"(4000, 4500]"
0815-MFZGM,0,0,0,1,0,42,1,0,1,0,0,1,1,1,1,2,1,3,99.0,4135.0,3.3,"(36, 42]",4158.0,"(4000, 4500]"
0816-TSPHQ,0,1,0,0,0,2,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,20.75,44.2,0.6916666666666667,"(0, 6]",41.5,"(0, 500]"
0817-HSUSE,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,75.5,75.5,2.5166666666666666,"(0, 6]",75.5,"(0, 500]"
0818-OCPZO,1,1,1,0,0,27,1,1,1,0,1,0,0,0,0,0,1,0,81.45,2122.05,2.7150000000000003,"(24, 30]",2199.15,"(2000, 2500]"
0820-FNRNX,0,1,0,1,1,17,1,1,0,0,1,1,1,0,0,0,1,1,66.7,1077.05,2.2233333333333336,"(12, 18]",1133.9,"(1000, 1500]"
0822-GAVAP,1,0,0,0,0,2,0,-1,0,0,0,0,0,0,1,0,1,0,34.7,62.25,1.1566666666666667,"(0, 6]",69.4,"(0, 500]"
0822-QGCXA,0,0,1,1,0,27,1,1,0,0,1,1,1,1,1,0,0,0,83.85,2310.2,2.795,"(24, 30]",2263.95,"(2000, 2500]"
0823-HSCDJ,1,1,1,0,0,52,0,-1,0,0,1,0,0,1,1,0,1,0,49.15,2550.9,1.6383333333333332,"(48, 54]",2555.7999999999997,"(2500, 3000]"
0824-VWDPO,0,0,0,0,0,45,1,1,1,1,1,0,0,0,1,1,0,2,96.75,4442.75,3.225,"(42, 48]",4353.75,"(4000, 4500]"
0825-CPPQH,0,0,0,1,0,71,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,3,19.1,1372.45,0.6366666666666667,"(66, 72]",1356.1000000000001,"(1000, 1500]"
0827-ITJPH,0,1,0,0,0,36,1,0,-1,-1,-1,-1,-1,-1,-1,2,1,3,18.55,689.0,0.6183333333333334,"(30, 36]",667.8000000000001,"(500, 1000]"
0829-DDVLK,0,0,0,0,0,15,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,3,20.1,302.45,0.67,"(12, 18]",301.5,"(0, 500]"
0829-XXPLX,0,0,0,0,0,20,1,0,1,1,0,1,0,1,0,0,1,2,89.4,1871.15,2.98,"(18, 24]",1788.0,"(1500, 2000]"
0831-JNISG,0,1,0,1,1,71,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,1,19.8,1396.25,0.66,"(66, 72]",1405.8,"(1000, 1500]"
0835-DUUIQ,0,0,0,0,1,24,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,2,21.05,531.55,0.7016666666666667,"(18, 24]",505.20000000000005,"(500, 1000]"
0835-JKADZ,0,0,0,0,0,71,1,1,1,0,1,1,1,1,1,2,1,0,111.25,7984.15,3.7083333333333335,"(66, 72]",7898.75,"(7500, 8000]"
0836-SEYLU,1,1,0,1,0,9,0,-1,0,0,0,0,1,1,0,0,0,1,40.65,328.95,1.355,"(6, 12]",365.84999999999997,"(0, 500]"
0839-JTCUD,0,0,0,1,1,66,1,1,0,1,1,1,1,1,1,2,0,3,89.9,5958.85,2.996666666666667,"(60, 66]",5933.400000000001,"(5500, 6000]"
0839-QNXME,0,0,0,0,0,30,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,3,19.4,578.5,0.6466666666666666,"(24, 30]",582.0,"(500, 1000]"
0840-DCNZE,0,1,0,0,0,47,1,0,0,1,1,1,1,1,1,1,1,2,86.95,4138.9,2.8983333333333334,"(42, 48]",4086.65,"(4000, 4500]"
0840-DFEZH,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,1,0,75.35,564.65,2.5116666666666663,"(6, 12]",527.4499999999999,"(500, 1000]"
0841-NULXI,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,1,0,35.55,35.55,1.1849999999999998,"(0, 6]",35.55,"(0, 500]"
0842-IWYCP,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,2,44.95,2168.9,1.4983333333333335,"(42, 48]",2067.7000000000003,"(2000, 2500]"
0843-WTBXE,1,1,0,0,0,53,1,1,1,0,0,0,0,1,0,0,0,2,85.45,4517.25,2.8483333333333336,"(48, 54]",4528.85,"(4500, 5000]"
0847-HGRML,0,1,0,0,1,62,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,20.0,1250.1,0.6666666666666666,"(60, 66]",1240.0,"(1000, 1500]"
0848-SOMKO,0,1,0,0,0,70,0,-1,0,1,0,1,1,0,1,2,0,2,48.4,3442.8,1.6133333333333333,"(66, 72]",3388.0,"(3000, 3500]"
0848-ZGQIJ,0,0,0,1,0,16,1,0,1,0,1,0,0,1,1,0,1,2,94.65,1461.15,3.1550000000000002,"(12, 18]",1514.4,"(1500, 2000]"
0851-DFJKB,0,0,0,0,0,15,1,0,0,1,0,1,1,0,0,0,0,0,58.95,955.15,1.965,"(12, 18]",884.25,"(500, 1000]"
0853-NWIFK,0,0,0,0,0,45,1,0,1,1,1,0,0,1,1,1,1,0,100.3,4483.95,3.3433333333333333,"(42, 48]",4513.5,"(4500, 5000]"
0853-TWRVK,0,1,0,1,0,72,1,1,1,1,1,1,1,0,1,2,0,2,105.6,7581.5,3.52,"(66, 72]",7603.2,"(7500, 8000]"
0854-UYHZD,0,0,0,1,1,13,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,1,19.55,265.3,0.6516666666666667,"(12, 18]",254.15,"(0, 500]"
0856-NAOES,0,1,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,1,60.9,414.1,2.03,"(0, 6]",365.4,"(0, 500]"
0859-YGKFW,0,1,0,1,1,18,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,2,20.05,345.9,0.6683333333333333,"(12, 18]",360.90000000000003,"(0, 500]"
0862-PRCBS,0,0,0,1,1,68,1,1,1,0,1,0,1,1,1,2,1,3,103.75,7039.45,3.4583333333333335,"(66, 72]",7055.0,"(7000, 7500]"
0864-FVJNJ,0,0,0,1,1,64,1,1,1,1,1,1,1,1,1,1,0,0,113.35,7222.75,3.7783333333333333,"(60, 66]",7254.4,"(7000, 7500]"
0866-QLSIR,1,0,0,0,0,34,1,1,0,1,1,0,1,0,0,1,1,1,64.4,2088.75,2.146666666666667,"(30, 36]",2189.6000000000004,"(2000, 2500]"
0867-LDTTC,0,1,0,0,0,5,1,0,0,0,0,1,1,1,1,0,0,2,75.15,392.65,2.5050000000000003,"(0, 6]",375.75,"(0, 500]"
0867-MKZVY,1,0,0,1,0,20,1,1,1,1,0,0,0,0,0,0,0,0,82.4,1592.35,2.746666666666667,"(18, 24]",1648.0,"(1500, 2000]"
0868-VJRDR,0,1,0,1,0,64,1,0,1,1,1,0,1,1,1,2,1,3,104.05,6605.55,3.4683333333333333,"(60, 66]",6659.2,"(6500, 7000]"
0869-PAPRP,0,0,1,1,0,26,1,0,1,0,0,1,0,1,0,0,1,3,85.7,2067.0,2.856666666666667,"(24, 30]",2228.2000000000003,"(2000, 2500]"
0870-VEMYL,1,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0,3,53.85,259.8,1.7950000000000002,"(0, 6]",269.25,"(0, 500]"
0871-OPBXW,0,0,0,0,0,2,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,20.05,39.25,0.6683333333333333,"(0, 6]",40.1,"(0, 500]"
0871-URUWO,1,1,0,1,0,13,1,1,1,0,0,1,0,1,1,0,1,3,102.25,1359.0,3.408333333333333,"(12, 18]",1329.25,"(1000, 1500]"
0872-CASZJ,0,1,0,1,0,59,1,1,0,1,0,0,1,0,1,1,1,1,69.1,4096.9,2.3033333333333332,"(54, 60]",4076.8999999999996,"(4000, 4500]"
0872-JCPIB,0,1,0,0,0,17,1,1,0,1,0,0,0,0,1,0,0,2,65.75,1111.2,2.191666666666667,"(12, 18]",1117.75,"(1000, 1500]"
0872-NXJYS,1,0,0,0,0,9,1,0,1,0,0,0,0,0,1,0,1,0,79.55,723.4,2.6516666666666664,"(6, 12]",715.9499999999999,"(500, 1000]"
0875-CABNR,1,0,1,0,0,10,1,0,1,0,0,1,0,0,1,0,1,3,84.6,865.55,2.82,"(6, 12]",846.0,"(500, 1000]"
0876-WDUUZ,1,0,0,0,0,5,1,0,1,0,0,0,1,0,1,0,1,3,85.4,425.9,2.8466666666666667,"(0, 6]",427.0,"(0, 500]"
0877-SDMBN,1,0,0,0,0,54,1,1,1,1,0,1,0,1,1,1,1,2,103.95,5639.05,3.4650000000000003,"(48, 54]",5613.3,"(5500, 6000]"
0880-FVFWF,0,1,0,0,0,56,1,1,1,1,1,0,0,0,0,0,1,0,86.4,4922.4,2.8800000000000003,"(54, 60]",4838.400000000001,"(4500, 5000]"
0880-TKATG,1,1,0,1,1,4,1,1,1,0,0,1,0,1,1,0,0,0,101.15,385.9,3.371666666666667,"(0, 6]",404.6,"(0, 500]"
0883-EIBTI,1,0,0,0,0,2,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,19.5,31.55,0.65,"(0, 6]",39.0,"(0, 500]"
0885-HMGPY,0,1,0,0,0,62,1,1,0,1,1,1,1,0,0,2,0,2,69.4,4237.5,2.3133333333333335,"(60, 66]",4302.8,"(4000, 4500]"
0886-QGENL,1,0,1,1,0,27,1,0,1,1,0,1,0,1,1,0,1,0,101.25,2754.45,3.375,"(24, 30]",2733.75,"(2500, 3000]"
0887-HJGAR,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,45.7,45.7,1.5233333333333334,"(0, 6]",45.7,"(0, 500]"
0887-WBJVH,0,0,0,1,0,53,1,0,1,0,0,0,1,1,1,1,1,0,93.45,4872.2,3.115,"(48, 54]",4952.85,"(4500, 5000]"
0895-DQHEW,1,1,0,1,0,54,1,1,1,0,1,1,0,1,1,0,1,0,104.3,5278.15,3.4766666666666666,"(48, 54]",5632.2,"(5500, 6000]"
0895-LMRSF,0,1,0,0,0,23,1,0,0,0,0,0,0,1,1,1,1,2,64.9,1509.8,2.1633333333333336,"(18, 24]",1492.7,"(1000, 1500]"
0895-LNKRC,0,1,0,1,1,6,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,19.45,113.5,0.6483333333333333,"(0, 6]",116.69999999999999,"(0, 500]"
0895-UADGO,0,1,0,0,1,8,0,-1,0,1,0,0,1,0,1,2,1,1,44.55,343.45,1.4849999999999999,"(6, 12]",356.4,"(0, 500]"
0897-FEGMU,1,0,0,1,0,11,1,1,1,0,0,1,0,1,1,0,1,0,99.5,1056.95,3.316666666666667,"(6, 12]",1094.5,"(1000, 1500]"
0898-XCGTF,0,1,0,1,0,61,1,1,1,0,0,0,0,1,1,1,1,2,96.5,5673.7,3.216666666666667,"(60, 66]",5886.5,"(5500, 6000]"
0899-LIIBW,0,1,0,1,0,34,1,1,1,0,0,1,0,1,1,0,0,0,100.85,3527.3,3.3616666666666664,"(30, 36]",3428.8999999999996,"(3000, 3500]"
0899-WZRSD,0,1,0,0,0,56,1,1,1,1,0,0,1,1,1,0,1,1,105.35,5794.45,3.5116666666666663,"(54, 60]",5899.599999999999,"(5500, 6000]"
0902-RFHOF,0,1,0,0,0,38,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,1,20.1,730.1,0.67,"(36, 42]",763.8000000000001,"(500, 1000]"
0902-XKXPN,0,1,0,1,1,69,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,20.2,1376.5,0.6733333333333333,"(66, 72]",1393.8,"(1000, 1500]"
0906-QVPMS,0,1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,0,2,115.15,8349.45,3.8383333333333334,"(66, 72]",8290.800000000001,"(8000, 8500]"
0907-HQNTS,0,0,1,1,0,70,1,1,1,1,1,1,1,1,1,2,1,3,113.0,7987.6,3.7666666666666666,"(66, 72]",7910.0,"(7500, 8000]"
0909-SDHNU,0,0,0,0,1,7,0,-1,0,1,0,0,0,0,0,0,0,1,29.8,201.95,0.9933333333333334,"(6, 12]",208.6,"(0, 500]"
0909-SELIE,0,1,0,1,0,61,1,1,0,1,1,1,1,0,1,2,1,2,80.8,4860.85,2.6933333333333334,"(60, 66]",4928.8,"(4500, 5000]"
0913-XWSCN,0,1,0,1,1,55,1,1,1,0,0,0,0,0,1,0,0,2,85.5,4713.4,2.85,"(54, 60]",4702.5,"(4500, 5000]"
0916-KNFAJ,0,1,0,1,0,61,1,1,0,1,0,1,0,0,1,2,1,1,69.9,4226.7,2.33,"(60, 66]",4263.900000000001,"(4000, 4500]"
0916-QOFDP,0,0,1,1,1,14,1,1,1,0,0,0,0,1,1,0,1,0,95.8,1346.3,3.1933333333333334,"(12, 18]",1341.2,"(1000, 1500]"
0917-EZOLA,1,1,1,1,0,72,1,1,1,0,1,1,0,1,1,2,1,2,104.15,7689.95,3.4716666666666667,"(66, 72]",7498.8,"(7000, 7500]"
0921-OHLVP,0,1,0,0,0,22,1,1,1,0,0,0,0,0,1,0,0,0,83.05,1799.3,2.768333333333333,"(18, 24]",1827.1,"(1500, 2000]"
0923-PNFUB,1,0,0,0,0,3,1,0,1,0,1,0,0,1,0,0,0,0,83.75,247.25,2.7916666666666665,"(0, 6]",251.25,"(0, 500]"
0924-BJCRC,0,0,1,1,0,60,1,1,1,0,1,0,0,0,1,0,0,0,89.45,5294.6,2.981666666666667,"(54, 60]",5367.0,"(5000, 5500]"
0925-VYDLG,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,75.25,242.0,2.5083333333333333,"(0, 6]",225.75,"(0, 500]"
0927-CNGRH,0,1,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,19.55,19.55,0.6516666666666667,"(0, 6]",19.55,"(0, 500]"
0927-LCSMG,1,1,0,0,0,7,1,0,1,0,0,1,0,0,0,0,0,1,74.65,544.55,2.4883333333333337,"(6, 12]",522.5500000000001,"(500, 1000]"
0928-JMXNP,0,1,1,1,0,4,0,-1,0,0,0,1,0,0,0,0,1,0,29.9,118.25,0.9966666666666666,"(0, 6]",119.6,"(0, 500]"
0928-XUTSN,0,0,0,0,0,13,1,0,1,0,0,0,0,0,1,0,1,0,80.5,1011.8,2.683333333333333,"(12, 18]",1046.5,"(1000, 1500]"
0929-HYQEW,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,1,50.15,160.85,1.6716666666666666,"(0, 6]",150.45,"(0, 500]"
0929-PECLO,0,0,1,0,0,63,1,1,1,0,0,1,0,0,1,0,1,2,89.6,5538.8,2.9866666666666664,"(60, 66]",5644.799999999999,"(5500, 6000]"
0930-EHUZA,0,0,0,0,0,36,1,0,0,1,1,1,1,1,0,1,1,1,76.35,2606.35,2.545,"(30, 36]",2748.6,"(2500, 3000]"
0931-MHTEM,0,0,0,0,0,54,1,0,1,1,1,0,0,1,1,1,1,3,100.05,5299.65,3.335,"(48, 54]",5402.7,"(5000, 5500]"
0932-YIXYU,0,0,0,0,0,47,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,3,20.25,1029.8,0.675,"(42, 48]",951.75,"(500, 1000]"
0936-NQLJU,0,0,0,1,0,41,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,3,20.65,875.55,0.6883333333333332,"(36, 42]",846.65,"(500, 1000]"
0939-EREMR,0,0,0,0,1,13,1,0,0,0,0,1,1,0,0,0,0,1,53.45,718.1,1.7816666666666667,"(12, 18]",694.85,"(500, 1000]"
0939-YAPAF,1,0,0,0,0,35,1,1,1,0,0,1,0,1,1,0,1,0,100.25,3527.6,3.341666666666667,"(30, 36]",3508.75,"(3500, 4000]"
0940-OUQEC,1,1,0,0,0,10,1,1,1,0,1,0,0,0,0,0,1,2,80.7,788.8,2.69,"(6, 12]",807.0,"(500, 1000]"
0942-KOWSM,0,0,0,1,1,30,1,0,0,0,1,1,1,1,1,2,0,2,80.8,2369.3,2.6933333333333334,"(24, 30]",2424.0,"(2000, 2500]"
0943-ZQPXH,0,1,0,1,1,44,1,0,1,0,0,1,0,1,1,0,1,2,92.95,4122.9,3.0983333333333336,"(42, 48]",4089.8,"(4000, 4500]"
0945-TSONX,0,0,0,1,1,47,1,1,0,1,1,0,1,1,1,2,1,3,85.3,4107.25,2.8433333333333333,"(42, 48]",4009.1,"(4000, 4500]"
0946-CLJTI,1,1,1,1,0,58,1,1,1,0,0,1,0,1,1,0,1,0,98.7,5812.6,3.29,"(54, 60]",5724.6,"(5500, 6000]"
0946-FKYTX,0,1,0,0,0,52,0,-1,0,0,1,0,0,0,0,1,0,1,30.1,1623.4,1.0033333333333334,"(48, 54]",1565.2,"(1500, 2000]"
0947-IDHRQ,1,0,0,0,0,7,1,0,1,0,0,0,0,1,0,0,1,1,80.3,526.7,2.6766666666666667,"(6, 12]",562.1,"(500, 1000]"
0947-MUGVO,1,1,1,1,0,20,1,0,1,0,1,0,0,0,0,0,1,0,73.65,1463.5,2.455,"(18, 24]",1473.0,"(1000, 1500]"
0952-KMEEH,1,1,0,0,0,13,1,1,1,1,0,0,0,1,1,0,0,1,98.15,1230.25,3.271666666666667,"(12, 18]",1275.95,"(1000, 1500]"
0953-LGOVU,0,1,0,1,1,12,0,-1,0,0,1,0,1,0,0,0,0,1,35.5,432.25,1.1833333333333333,"(6, 12]",426.0,"(0, 500]"
0956-ACVZC,0,0,0,0,0,54,1,0,1,0,0,1,0,1,1,1,1,3,94.1,5060.9,3.1366666666666663,"(48, 54]",5081.4,"(5000, 5500]"
0956-SYCWG,0,0,0,0,0,13,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,19.65,244.8,0.6549999999999999,"(12, 18]",255.45,"(0, 500]"
0958-YHXGP,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,1,69.9,497.3,2.33,"(6, 12]",489.30000000000007,"(0, 500]"
0959-WHOKV,0,1,0,0,0,42,1,1,1,1,1,1,0,0,1,1,1,0,99.0,4298.45,3.3,"(36, 42]",4158.0,"(4000, 4500]"
0960-HUWBM,0,1,0,1,1,65,1,1,1,0,0,1,1,1,1,2,1,2,104.1,6700.05,3.4699999999999998,"(60, 66]",6766.5,"(6500, 7000]"
0961-ZWLVI,0,1,0,0,1,49,1,1,1,1,1,1,0,1,1,1,1,3,109.2,5290.45,3.64,"(48, 54]",5350.8,"(5000, 5500]"
0962-CQPWQ,0,0,0,1,1,62,1,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,20.3,1296.15,0.6766666666666666,"(60, 66]",1258.6000000000001,"(1000, 1500]"
0963-ZBDRN,1,1,0,0,0,32,1,0,1,0,0,0,1,1,1,0,1,0,96.2,3183.4,3.2066666666666666,"(30, 36]",3078.4,"(3000, 3500]"
0967-BMLBD,0,0,0,1,1,11,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,20.0,196.35,0.6666666666666666,"(6, 12]",220.0,"(0, 500]"
0968-GSIKN,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,70.8,70.8,2.36,"(0, 6]",70.8,"(0, 500]"
0969-RGKCU,0,1,0,1,1,37,1,0,-1,-1,-1,-1,-1,-1,-1,1,0,3,19.8,677.05,0.66,"(36, 42]",732.6,"(500, 1000]"
0970-ETWGE,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,89.55,89.55,2.985,"(0, 6]",89.55,"(0, 500]"
0970-QXPXW,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,19.65,19.65,0.6549999999999999,"(0, 6]",19.65,"(0, 500]"
0971-QIFJK,0,0,0,1,0,69,1,1,-1,-1,-1,-1,-1,-1,-1,2,0,2,24.25,1641.8,0.8083333333333333,"(66, 72]",1673.25,"(1500, 2000]"
0973-KYVNF,0,0,0,1,1,72,1,0,0,1,1,1,0,1,0,2,1,3,70.65,5011.15,2.355,"(66, 72]",5086.8,"(5000, 5500]"
0975-UYDTX,0,0,0,1,0,26,1,1,0,1,1,1,1,1,1,1,1,3,90.1,2312.55,3.003333333333333,"(24, 30]",2342.6,"(2000, 2500]"
0975-VOOVL,0,0,0,0,0,3,0,-1,0,0,1,0,0,0,0,0,0,1,29.2,98.5,0.9733333333333333,"(0, 6]",87.6,"(0, 500]"
0979-MOZQI,0,1,0,1,0,62,0,-1,0,0,0,0,1,1,0,2,1,2,39.0,2337.45,1.3,"(60, 66]",2418.0,"(2000, 2500]"
0979-PHULV,1,1,0,1,1,69,1,1,1,0,0,1,0,1,1,0,1,3,99.45,7007.6,3.315,"(66, 72]",6862.05,"(6500, 7000]"
0980-FEXWF,0,1,0,1,1,26,1,0,0,0,0,1,0,0,0,1,0,1,50.35,1285.8,1.6783333333333335,"(24, 30]",1309.1000000000001,"(1000, 1500]"
0980-PVMRC,0,0,0,1,1,40,0,-1,0,0,1,0,0,1,1,0,1,0,50.85,2036.55,1.695,"(36, 42]",2034.0,"(2000, 2500]"
0983-TATYJ,0,0,0,1,0,33,1,0,0,0,0,0,1,0,0,1,1,1,51.45,1758.9,1.715,"(30, 36]",1697.8500000000001,"(1500, 2000]"
0988-AADSA,0,0,0,1,1,72,1,1,0,1,1,1,1,0,1,2,0,2,80.85,5824.75,2.695,"(66, 72]",5821.2,"(5500, 6000]"
